B2+,69,4,It wouldn't surprise me if there's a final assignment
B2+,69,5,The tutor has no option but to do something
B2+,70,1,You are an inspiration to her
B2+,70,2,I dare you to persuade me
B2+,70,3,"Please, keep your voice down"
B2+,70,4,I don't have the slightest doubt
B2+,70,5,My only regret is that I couldn't get the job
B2+,71,1,I don't think we've met before
B2+,71,2,It is disappointing that we have gotten fired
B2+,71,3,That's easier said than done
B2+,71,4,You can say that again
B2+,71,5,I've got the answer on the tip of my tongue
B2+,72,1,I beg your pardon
B2+,72,2,"If at first you don't succeed, try again"
B2+,72,3,Your guess is as good as mine
B2+,72,4,You would be well advised to do so
B2+,72,5,Don't get me wrong
B2+,73,1,I have my reservations about that comment
B2+,73,2,Think on the other side of the coin
B2+,73,3,They are well adapted to the new approach
B2+,73,4,Do not cry over spilt milk
B2+,73,5,May I ask you if everything is ok?
B2+,74,1,I hope you'll be feeling your usual self soon
B2+,74,2,It was not my intention to disappoint you
B2+,74,3,It's a wonder he didn't go mad
B2+,74,4,He showed me some photographs to refresh my memory
B2+,74,5,They snapped their fingers in time to the music
B2+,75,1,Once cannot but admire her determination
B2+,75,2,I can assure you the painting is genuine
B2+,75,3,It's better to get things in bulk
B2+,75,4,Do not harp on the same string
B2+,75,5,"Sadly, you don't want to admit you are wrong"
C1,76,1,This achievement is a testimony to your effort
C1,76,2,"Sorry, I always have the last word"
C1,76,3,He came outta nowhere
C1,76,4,What would you say to my invitation?
C1,76,5,That trophy is the pride of the school
C1,77,1,The king has the world at his feet
C1,77,2,"We're all in the same boat, so stop complaining"
C1,77,3,"I'm in charge here now, in a manner of speaking"
C1,77,4,The government is feeling its way towards a new policy
C1,77,5,"To my mind, he is in a better position"
C1,78,1,It was just a suggestion of a smile on his face
C1,78,2,They want to have that position under their belt
C1,78,3,The parliament has spoken with one voice
C1,78,4,I could have sworn I sent the report
C1,78,5,"To sum up, we are the best candidates"
